/home/thecoderman/Downloads/flag_dataset/train/images/22c364fb24e940ae.jpg, 221, 52, 368, 216, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/23714939b98e37fc.jpg, 458, 232, 566, 389, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/05e7ab8373314186.jpg, 63, 348, 125, 586, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/05e7ab8373314186.jpg, 64, 375, 93, 526, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/05e7ab8373314186.jpg, 128, 253, 194, 657, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/05e7ab8373314186.jpg, 139, 237, 198, 568, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/05e7ab8373314186.jpg, 184, 168, 290, 696, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/05e7ab8373314186.jpg, 262, 194, 354, 704, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/05e7ab8373314186.jpg, 335, 63, 477, 726, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/05e7ab8373314186.jpg, 402, 0, 715, 716, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/05e7ab8373314186.jpg, 646, 0, 1023, 768, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/66f3b09bfba92787.jpg, 338, 138, 530, 392, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/2255194c1ece8776.jpg, 122, 86, 429, 514, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/2255194c1ece8776.jpg, 476, 779, 511, 852, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/2255194c1ece8776.jpg, 574, 781, 614, 825, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/2255194c1ece8776.jpg, 611, 781, 642, 838, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/2255194c1ece8776.jpg, 675, 783, 681, 836, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/541169696a6f69fa.jpg, 122, 0, 303, 159, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/541169696a6f69fa.jpg, 424, 0, 582, 176, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/9ed90956196b6ef1.jpg, 8, 0, 1014, 777, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/e2059c8c8a989719.jpg, 121, 93, 304, 470, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/e2059c8c8a989719.jpg, 351, 389, 374, 421, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/e2059c8c8a989719.jpg, 391, 390, 408, 429, flag 
/home/thecoderman/Downloads/flag_dataset/train/images/e2059c8c8a989719.jpg, 434, 381, 465, 411, flag 
